sentence_id	sentence	sentiment	topic
15174	If you're not into it, don't buy it.	negative	book
15175	I like a little bdsm in some novels i read, but this was too much for me.	negative	book
15176	I liked the characters in this book, i liked the heroine and heroes (yes there are two) but i skimmed over half of the book because of the heavy bdsm element.	negative	book
15177	Very good read...enjoyed st. john tremendously even after the first book i thought the heroine was a good match for him!	positive	book
15178	Simply stated and translated, this copy is easily understood.	positive	book
15179	The review says it has to have eleven more words to be accepted, so here they are.	positive	book
15180	Steamy, sexy read....	positive	book
15181	Every woman's fantasy, while the hero is so incredibly tender.	positive	book
15182	My first marie harte read, and there will be more.	positive	book
15183	Entertaining characters throughout.	positive	book
15184	I think i expected too much from this book so i was disappointed and had a hard time getting into the story.	neutral	book
15185	Please let me know if it redeems itself in the end	negative	book
15186	But i couldn't get past the part where the big secret is revealed.	negative	book
15187	It was weird and totally took james' sex appeal away.	negative	book
15188	I usually love ellen fisher, she's steamy, romantic and sexy and a fun quick read, but somehow i missed the appeal of this one.	negative	book
15189	"If you can live with a story line that has previously been used by literally dozens of regency writers before her, and a ""mystery"" that is painfully thin, the characterizations and the writing style aren't bad."	neutral	book
15190	I wouldn't recommend this particular book (especially at this price), but the author's ability to write does leave room for hope if you run into one of her other books with a storyline you like.	neutral	book
15191	The writing style is not one that i prefer and i kept skimming through the internal dialogue.	neutral	book
15192	Not a great story, but after i got into the author's flow and got a bit more interaction with other characters, it picked up and so did my interest in where the story would go.	neutral	book
15193	By the time i got to the end, i wanted more.	neutral	book
15194	U.fortunately, it's not out yet...at least not at the kindle store.	neutral	book
15195	Thumbs up for keeping me on the edge of my seat, jumping at noises.	positive	book
15196	If n you're looking for a reasonable, logical read--stop.	positive	book
15197	For me, the good parts were really good--the stalker, the 'cowboy the hell up' parts; the bad parts i got through cuz i couldn't wait to get to the good parts.	positive	book
15198	I've constantly had problems ordering charging cords and power packs that work.	positive	book
15199	This one is great.	positive	book
15200	You can order individual tips to use it for many different devices.	positive	book
15201	This allows you to have one 110 volt charging pack for all the rechargeable devices that you own.	positive	book
15202	Was a very good story i had started with the 4th one and then found the bundle, read one after the other,and reread the 4th one.	positive	book
15203	Very good!	positive	book
15204	No one creates stories of deception quite like karen cogan.	positive	book
15205	The twist and turns in her plots are brilliant and unlike anything else on the market.	positive	book
