sentence_id	sentence	sentiment	topic
1625	Somehow they stop following their own traits, for e.g varys does everything in his hand to preserve the realm, seeing his character from past 7 season one can never think he just dies by giving hisaelf up like that.	negative	movie
1626	Same goes for jaime lannister, he was redeeming himself over the seasons and now he won't get his page in book of brothers filled with good stuff about him.	negative	movie
1627	Biggest disappointment was there was no background of night king even in season 8.	negative	movie
1628	As an unashamed nathan fillion fan, i didnt hesitate to watch the first two episodes of this, while some of it is cliched, it still held my attention for the first two episodes and hopefully it will continue.	positive	movie
1629	Most of the characters are likeable and there is good is chemistry between some of them and a bit of drama thrown in to keep everyone interested.	positive	movie
1630	I loved nathan fillion in castle and look forward to watching this show to see how it pans out.	positive	movie
1631	Hopefully it keeps to the high standard it has started with.	positive	movie
1632	I loved and kinda still do love the show but the blm stuff and the wokeness killed it for me.	negative	movie
1633	I had to shut off the new episode and decide no more for me .	negative	movie
1634	Powerfull season's from 1 to 7 then a huge disappointment in se8.	positive	movie
1635	This show is so cruel, it drags you into it's grasps, makes you fall in love with it, and then stomps you to shreds.	negative	movie
1636	Not sure where all these 10's are coming from, shogun is excellent television for sure, but the obvious heavy handed cgi takes me right out of the narrative a lot of time, and it's a shame.	positive	movie
1637	But such is big budget scifi and historical pieces these days.	positive	movie
1638	I don't remember seeing the previous iteration on television back in the 80's i think, but this one's got all the right ingredients, and i'm also not sure how faithful it is to the original source material.	positive	movie
1639	Seems like it's a blockbuster breakout hit which can only be a positive, but i'd rather see more practical sets and less cgi is all i'm saying.	positive	movie
1640	Show used to be a great show.	negative	movie
1641	Now it's just the same over and over and over again.	negative	movie
1642	Either come up with more interesting and intriguing episodes or end it.	negative	movie
1643	They are predictable and boring.	negative	movie
1644	I liked this show i liked the acting and storytelling the only thing i disliked was the medicore ending its so abrupt and unsatisfying it leaves you saying wait thats it	neutral	movie
1645	So there's no resolution whatsoever we see blackthorn a frail old man in bed	neutral	movie
1646	So we know he got out of japan but honestly not seeing the battle between the 2 armies was a let down i think they didn't show it because they ran out of money honestly the ending makes watching this a waste of time hollywood doesn't have a clue how to end a series proper i mean the way it was told that this would be ishidos fate was so flat and uninteresting i would not recommend you watch this.	neutral	movie
1647	You will great storytelling till season 4 and you will not able to predict what's coming after that it's okayish but season 8 ruined everything	neutral	movie
1648	This have a shadow of end of watch & a pinch of rookie blue to it.	positive	movie
1649	Intense yet sensitive when it needs to.	positive	movie
1650	If made right it should be a solid five season series.	positive	movie
1651	Compared to this castle was just a melodrama to say the least.	positive	movie
1652	I was trying to hang in there to the final episode	negative	movie
1653	But i can't even watch it anymore.	negative	movie
1654	It sucks!	negative	movie
1655	After the departure of sandra oh of the series, grey's lost its quality.	neutral	movie
1656	It's a bad series, nothing interesting happens.	neutral	movie
1657	I love ellen and the rest of the cast, but they must finish the show, it does not make sense anymore.	neutral	movie
1658	9 only for seasons 1 to 10.	neutral	movie
1659	The tv series is ok but mostly fiction.	neutral	movie
1660	Some episodes are over dramatized.	neutral	movie
1661	In particular episode 8 where nolan kills a criminal in self-defense.	neutral	movie
1662	Nolan is emotionally not suited to be a cop in la, maybe in a small rural town where everybody is nice.	neutral	movie
